cntry;name;portfolio;took_office;left_office;party;period;in_office;state_secs;ministry;term;deputies;position
DK;Flemming Møller Mortensen;Minister for Development Cooperation and Nordic Cooperation;NA;NA;The Social Democratic Party;NA;NA;NA;NA;NA;NA;NA
DK;Jesper Petersen;Minister for Higher Education and Science;NA;NA;The Social Democratic Party;NA;NA;NA;NA;NA;NA;NA
EE;Jüri Ratas;Prime Minister;23 November 2016;26 January 2021;Centre;NA;NA;NA;NA;NA;NA;NA
EE;Martin Helme;Minister of Finance;29 April 2019;26 January 2021;EKRE;NA;NA;NA;NA;NA;NA;NA
EE;Jaak Aab;Minister of Public Administration;29 April 2019;25 November 2020;Centre;NA;NA;NA;NA;NA;NA;NA
EE;Anneli Ott;Minister of Public Administration;25 November 2020;26 January 2021;Centre;NA;NA;NA;NA;NA;NA;NA
EE;Urmas Reinsalu;Minister of Foreign Affairs;29 April 2019;26 January 2021;Isamaa;NA;NA;NA;NA;NA;NA;NA
EE;Taavi Aas;Minister of Economic Affairs and Infrastructure;29 April 2019;to the next cabinet;Centre;NA;NA;NA;NA;NA;NA;NA
EE;Marti Kuusik;Minister of Foreign Trade andInformation Technology;29 April 2019;30 April 2019;EKRE;NA;NA;NA;NA;NA;NA;NA
EE;Kert Kingo;Minister of Foreign Trade andInformation Technology;16 May 2019;25 October 2019;EKRE;NA;NA;NA;NA;NA;NA;NA
EE;Kaimar Karu;Minister of Foreign Trade andInformation Technology;2 November 2019;17 April 2020;Independent;NA;NA;NA;NA;NA;NA;NA
EE;Raul Siem;Minister of Foreign Trade andInformation Technology;20 April 2020;26 January 2021;EKRE;NA;NA;NA;NA;NA;NA;NA
EE;Raivo Aeg;Minister of Justice;29 April 2019;26 January 2021;Isamaa;NA;NA;NA;NA;NA;NA;NA
EE;Jüri Luik;Minister of Defence;12 June 2017;26 January 2021;Isamaa;NA;NA;NA;NA;NA;NA;NA
EE;Tõnis Lukas;Minister of Culture;29 April 2019;26 January 2021;Isamaa;NA;NA;NA;NA;NA;NA;NA
EE;Mart Helme;Minister of the Interior;29 April 2019;9 November 2020;EKRE;NA;NA;NA;NA;NA;NA;NA
EE;Alar Laneman;Minister of the Interior;18 November 2020;26 January 2021;EKRE;NA;NA;NA;NA;NA;NA;NA
EE;Riina Solman;Minister of Population Affairs;29 April 2019;26 January 2021;Isamaa;NA;NA;NA;NA;NA;NA;NA
EE;Mailis Reps;Minister of Education and Research;23 November 2016;21 November 2020;Centre;NA;NA;NA;NA;NA;NA;NA
EE;Jaak Aab;Minister of Education and Research;25 November 2020;26 January 2021;Centre;NA;NA;NA;NA;NA;NA;NA
EE;Rene Kokk;Minister of the Environment;29 April 2019;7 November 2020;EKRE;NA;NA;NA;NA;NA;NA;NA
EE;Rain Epler;Minister of the Environment;16 November 2020;26 January 2021;EKRE;NA;NA;NA;NA;NA;NA;NA
EE;Tanel Kiik;Minister of Social Affairs;29 April 2019;26 January 2021;Centre;NA;NA;NA;NA;NA;NA;NA
EE;Mart Järvik;Minister of Rural Affairs;29 April 2019;25 November 2019;EKRE;NA;NA;NA;NA;NA;NA;NA
EE;Arvo Aller;Minister of Rural Affairs;10 December 2019;26 January 2021;EKRE;NA;NA;NA;NA;NA;NA;NA
EE;Kaja Kallas;Prime Minister;26 January 2021;Incumbent;Reform;NA;NA;NA;NA;NA;NA;NA
EE;Keit Pentus-Rosimannus;Minister of Finance;26 January 2021;Incumbent;Reform;NA;NA;NA;NA;NA;NA;NA
EE;Jaak Aab;Minister of Public Administration;26 January 2021;Incumbent;Centre;NA;NA;NA;NA;NA;NA;NA
EE;Eva-Maria Liimets;Minister of Foreign Affairs;26 January 2021;Incumbent;Centre;NA;NA;NA;NA;NA;NA;NA
EE;Taavi Aas;Minister of Economic Affairs and Infrastructure;29 April 2019;Incumbent;Centre;NA;NA;NA;NA;NA;NA;NA
EE;Andres Sutt;Minister of Entrepreneurship and Information Technology;26 January 2021;Incumbent;Reform;NA;NA;NA;NA;NA;NA;NA
EE;Maris Lauri;Minister of Justice;26 January 2021;Incumbent;Reform;NA;NA;NA;NA;NA;NA;NA
EE;Kalle Laanet;Minister of Defence;26 January 2021;Incumbent;Reform;NA;NA;NA;NA;NA;NA;NA
EE;Anneli Ott;Minister of Culture;26 January 2021;3 November 2021;Centre;NA;NA;NA;NA;NA;NA;NA
EE;Tiit Terik;Minister of Culture;8 November 2021;Incumbent;Centre;NA;NA;NA;NA;NA;NA;NA
EE;Kristian Jaani;Minister of the Interior;26 January 2021;Incumbent;Centre;NA;NA;NA;NA;NA;NA;NA
EE;Liina Kersna;Minister of Education and Research;26 January 2021;Incumbent;Reform;NA;NA;NA;NA;NA;NA;NA
EE;Tõnis Mölder;Minister of the Environment;26 January 2021;18 November 2021;Centre;NA;NA;NA;NA;NA;NA;NA
EE;Erki Savisaar;Minister of the Environment;18 November 2021;Incumbent;Centre;NA;NA;NA;NA;NA;NA;NA
EE;Tanel Kiik;Minister of Health and Labour;26 January 2021;Incumbent;Centre;NA;NA;NA;NA;NA;NA;NA
EE;Signe Riisalo;Minister of Social Protection;26 January 2021;Incumbent;Reform;NA;NA;NA;NA;NA;NA;NA
EE;Urmas Kruuse;Minister of Rural Affairs;26 January 2021;Incumbent;Reform;NA;NA;NA;NA;NA;NA;NA
ES;Pedro Sánchez;Prime Minister;2 June 2018;NA;PSOE;NA;NA;NA;NA;NA;NA;NA
ES;;;;NA;unaffiliated;NA;NA;NA;NA;NA;NA;NA
ES;Carmen Calvo;Deputy Prime MinisterMinister of the Presidency, Relations with the Cortes and Equality;7 June 2018;NA;PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Josep Borrell;Minister of Foreign Affairs, European Union and Cooperation;7 June 2018;NA;PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Dolores Delgado;Minister of Justice;7 June 2018;NA;Independent;NA;NA;NA;NA;NA;NA;NA
ES;Margarita Robles;Minister of Defence;7 June 2018;NA;Independent;NA;NA;NA;NA;NA;NA;NA
ES;María Jesús Montero;Minister of Finance;7 June 2018;NA;PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Fernando Grande-Marlaska;Minister of the Interior;7 June 2018;NA;Independent;NA;NA;NA;NA;NA;NA;NA
ES;José Luis Ábalos;Minister of Development;7 June 2018;NA;PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Isabel Celaá;Minister of Education and Vocational TrainingSpokesperson of the Government;7 June 2018;NA;PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Magdalena Valerio;Minister of Labour, Migration and Social Security;7 June 2018;NA;PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Reyes Maroto;Minister of Industry, Trade and Tourism;7 June 2018;NA;PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Luis Planas;Minister of Agriculture, Fisheries and Food;7 June 2018;NA;PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Meritxell Batet;Minister of Territorial Policy and Civil Service;7 June 2018;NA;PSC–PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Teresa Ribera;Minister for the Ecological Transition;7 June 2018;NA;PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Màxim Huerta;Minister of Culture and Sports;7 June 2018;NA;Independent;NA;NA;NA;NA;NA;NA;NA
ES;Nadia Calviño;Minister of Economy and Business;7 June 2018;NA;Independent;NA;NA;NA;NA;NA;NA;NA
ES;Carmen Montón;Minister of Health, Consumer Affairs and Social Welfare;7 June 2018;NA;PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Pedro Duque;Minister of Science, Innovation and Universities;7 June 2018;NA;Independent;NA;NA;NA;NA;NA;NA;NA
ES;Changes June 2018[edit];Changes June 2018[edit];Changes June 2018[edit];NA;Changes June 2018[edit];NA;NA;NA;NA;NA;NA;NA
ES;Name;Portfolio;Took office;NA;Party;NA;NA;NA;NA;NA;NA;NA
ES;José Guirao;Minister of Culture and Sports;14 June 2018;NA;Independent;NA;NA;NA;NA;NA;NA;NA
ES;Changes September 2018[edit];Changes September 2018[edit];Changes September 2018[edit];NA;Changes September 2018[edit];NA;NA;NA;NA;NA;NA;NA
ES;Name;Portfolio;Took office;NA;Party;NA;NA;NA;NA;NA;NA;NA
ES;María Luisa Carcedo;Minister of Health, Consumer Affairs and Social Welfare;12 September 2018;NA;PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Changes 2019[edit];Changes 2019[edit];Changes 2019[edit];NA;Changes 2019[edit];NA;NA;NA;NA;NA;NA;NA
ES;Name;Portfolio;Took office;NA;Party;NA;NA;NA;NA;NA;NA;NA
ES;Luis Planas took on the ordinary discharge of duties from 20 May 2019 to 13 January 2020.[31];Minister of Territorial Policy and Civil Service;Luis Planas took on the ordinary discharge of duties from 20 May 2019 to 13 January 2020.[31];NA;Luis Planas took on the ordinary discharge of duties from 20 May 2019 to 13 January 2020.[31];NA;NA;NA;NA;NA;NA;NA
ES;Margarita Robles took on the ordinary discharge of duties from 30 November 2019 to 13 January 2020.[32];Minister of Foreign Affairs, European Union and Cooperation;Margarita Robles took on the ordinary discharge of duties from 30 November 2019 to 13 January 2020.[32];NA;Margarita Robles took on the ordinary discharge of duties from 30 November 2019 to 13 January 2020.[32];NA;NA;NA;NA;NA;NA;NA
ES;Pedro Sánchez;Prime Minister;8 January 2020;Incumbent;PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Carmen Calvo;First Deputy Prime MinisterMinister of the Presidency, Relations with the Cortes and Democratic Memory;13 January 2020;12 July 2021;PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Pablo Iglesias;Second Deputy Prime MinisterMinister of Social Rights and 2030 Agenda;13 January 2020;31 March 2021;Podemos;NA;NA;NA;NA;NA;NA;NA
ES;Nadia Calviño;Third Deputy Prime MinisterMinister of Economic Affairs and Digital Transformation;13 January 2020;31 March 2021;Independent;NA;NA;NA;NA;NA;NA;NA
ES;Teresa Ribera;Fourth Deputy Prime MinisterMinister for the Ecological Transition and the Demographic Challenge;13 January 2020;12 July 2021;PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Arancha González Laya;Minister of Foreign Affairs, European Union and Cooperation;13 January 2020;12 July 2021;Independent;NA;NA;NA;NA;NA;NA;NA
ES;Juan Carlos Campo;Minister of Justice;13 January 2020;12 July 2021;Independent;NA;NA;NA;NA;NA;NA;NA
ES;Margarita Robles;Minister of Defence;13 January 2020;Incumbent;Independent;NA;NA;NA;NA;NA;NA;NA
ES;María Jesús Montero;Minister of FinanceSpokesperson of the Government;13 January 2020;12 July 2021;PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Fernando Grande-Marlaska;Minister of the Interior;13 January 2020;Incumbent;Independent;NA;NA;NA;NA;NA;NA;NA
ES;José Luis Ábalos;Minister of Transport, Mobility and Urban Agenda;13 January 2020;12 July 2021;PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Isabel Celaá;Minister of Education and Vocational Training;13 January 2020;12 July 2021;PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Yolanda Díaz;Minister of Labour and Social Economy;13 January 2020;Incumbent;PCE;NA;NA;NA;NA;NA;NA;NA
ES;Reyes Maroto;Minister of Industry, Trade and Tourism;13 January 2020;Incumbent;PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Luis Planas;Minister of Agriculture, Fisheries and Food;13 January 2020;Incumbent;PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Carolina Darias;Minister of Territorial Policy and Civil Service;13 January 2020;27 January 2021;PSOE;NA;NA;NA;NA;NA;NA;NA
ES;José Manuel Rodríguez Uribes;Minister of Culture and Sports;13 January 2020;12 July 2021;PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Salvador Illa;Minister of Health;13 January 2020;27 January 2021;PSC–PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Pedro Duque;Minister of Science and Innovation;13 January 2020;12 July 2021;Independent;NA;NA;NA;NA;NA;NA;NA
ES;Irene Montero;Minister of Equality;13 January 2020;Incumbent;Podemos;NA;NA;NA;NA;NA;NA;NA
ES;Alberto Garzón;Minister of Consumer Affairs;13 January 2020;Incumbent;IU;NA;NA;NA;NA;NA;NA;NA
ES;José Luis Escrivá;Minister of Inclusion, Social Security and Migration;13 January 2020;Incumbent;Independent;NA;NA;NA;NA;NA;NA;NA
ES;Manuel Castells;Minister of Universities;13 January 2020;Incumbent;Independent;NA;NA;NA;NA;NA;NA;NA
ES;Miquel Iceta;Minister of Territorial Policy and Civil Service;27 January 2021;12 July 2021;PSC–PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Carolina Darias;Minister of Health;27 January 2021;Incumbent;PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Nadia Calviño;Second Deputy Prime MinisterMinister of Economic Affairs and Digital Transformation;31 March 2021;12 July 2021;Independent;NA;NA;NA;NA;NA;NA;NA
ES;Yolanda Díaz;Third Deputy Prime MinisterMinister of Labour and Social Economy;31 March 2021;12 July 2021;PCE;NA;NA;NA;NA;NA;NA;NA
ES;Ione Belarra;Minister of Social Rights and 2030 Agenda;31 March 2021;Incumbent;Podemos;NA;NA;NA;NA;NA;NA;NA
ES;Nadia Calviño;First Deputy Prime Minister[d]Minister of Economic Affairs and Digital Transformation;12 July 2021;Incumbent;Independent;NA;NA;NA;NA;NA;NA;NA
ES;Yolanda Díaz;Second Deputy Prime Minister[d]Minister of Labour and Social Economy;12 July 2021;Incumbent;PCE;NA;NA;NA;NA;NA;NA;NA
ES;Teresa Ribera;Third Deputy Prime Minister[d]Minister for the Ecological Transition and the Demographic Challenge;12 July 2021;Incumbent;PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Discontinued on 12 July 2021.[24];Fourth Deputy Prime Minister[d];Discontinued on 12 July 2021.[24];Discontinued on 12 July 2021.[24];Discontinued on 12 July 2021.;NA;NA;NA;NA;NA;NA;NA
ES;José Manuel Albares;Minister of Foreign Affairs, European Union and Cooperation;12 July 2021;Incumbent;PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Pilar Llop;Minister of Justice;12 July 2021;Incumbent;PSOE;NA;NA;NA;NA;NA;NA;NA
ES;María Jesús Montero;Minister of Finance and Civil Service[d];12 July 2021;Incumbent;PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Raquel Sánchez Jiménez;Minister of Transport, Mobility and Urban Agenda;12 July 2021;Incumbent;PSC–PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Pilar Alegría;Minister of Education and Vocational Training;12 July 2021;Incumbent;PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Félix Bolaños;Minister of the Presidency, Relations with the Cortes and Democratic Memory;12 July 2021;Incumbent;PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Isabel Rodríguez García;Minister of Territorial Policy[d]Spokesperson of the Government;12 July 2021;Incumbent;PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Miquel Iceta;Minister of Culture and Sports;12 July 2021;Incumbent;PSC–PSOE;NA;NA;NA;NA;NA;NA;NA
ES;Diana Morant;Minister of Science and Innovation;12 July 2021;Incumbent;PSOE;NA;NA;NA;NA;NA;NA;NA
FI;Sanna Marin;Prime Minister;NA;NA;Social Democratic Party;NA;NA;NA;NA;NA;NA;NA
FI;Annika Saarikko;Minister of Finance;NA;NA;Centre Party of Finland;NA;NA;NA;NA;NA;NA;NA
FI;Tytti Tuppurainen;Minister for European Affairs and Ownership Steering;NA;NA;Social Democratic Party;NA;NA;NA;NA;NA;NA;NA
FI;Pekka Haavisto;Minister for Foreign Affairs;NA;NA;The Greens in Finland;NA;NA;NA;NA;NA;NA;NA
FI;Ville Skinnari;Minister for Development Cooperation and Foreign Trade;NA;NA;Social Democratic Party;NA;NA;NA;NA;NA;NA;NA
FI;Anna-Maja Henriksson;Minister of Justice;NA;NA;Swedish People's Party;NA;NA;NA;NA;NA;NA;NA
FI;Thomas Blomqvist;Minister for Nordic Cooperation and Equality;NA;NA;Swedish People's Party;NA;NA;NA;NA;NA;NA;NA
FI;Krista Mikkonen;Minister of the Interior;NA;NA;The Greens in Finland;NA;NA;NA;NA;NA;NA;NA
FI;Antti Kaikkonen;Minister of Defence;NA;NA;Centre Party of Finland;NA;NA;NA;NA;NA;NA;NA
FI;Sirpa Paatero;Minister of Local Government;NA;NA;Social Democratic Party;NA;NA;NA;NA;NA;NA;NA
FI;Li Andersson;Minister of Education;NA;NA;Left Alliance;NA;NA;NA;NA;NA;NA;NA
FI;Antti Kurvinen;Minister of Science and Culture;NA;NA;Centre Party of Finland;NA;NA;NA;NA;NA;NA;NA
FI;Jari Leppä;Minister of Agriculture and Forestry;NA;NA;Centre Party of Finland;NA;NA;NA;NA;NA;NA;NA
FI;Timo Harakka;Minister of Transport and Communications;NA;NA;Social Democratic Party;NA;NA;NA;NA;NA;NA;NA
FI;Tuula Haatainen;Minister of Employment;NA;NA;Social Democratic Party;NA;NA;NA;NA;NA;NA;NA
FI;Mika Lintilä;Minister of Economic Affairs;NA;NA;Centre Party of Finland;NA;NA;NA;NA;NA;NA;NA
FI;Hanna Sarkkinen;Minister of Social Affairs and Health;NA;NA;Left Alliance;NA;NA;NA;NA;NA;NA;NA
FI;Krista Kiuru;Minister of Family Affairs and Social Services;NA;NA;Social Democratic Party;NA;NA;NA;NA;NA;NA;NA
FI;Emma Kari;Minister of the Environment and Climate Change;NA;NA;The Greens in Finland;NA;NA;NA;NA;NA;NA;NA
FR;Jean Castex;Prime Minister;NA;NA;DVD;NA;NA;NA;;NA;NA;NA
FR;Jean-Yves Le Drian;Minister of Europe and Foreign Affairs;NA;NA;Independent;NA;NA;NA;;NA;NA;NA
FR;Jean-Michel Blanquer;Minister of National Education, Youth and Sports;NA;NA;LREM;NA;NA;NA;;NA;NA;NA
FR;Bruno Le Maire;Minister of the Economy, Finance and Recovery;NA;NA;LREM;NA;NA;NA;;NA;NA;NA
FR;Florence Parly;Minister of the Armed Forces;NA;NA;Independent;NA;NA;NA;;NA;NA;NA
FR;Gérald Darmanin;Minister of the Interior;NA;NA;LREM;NA;NA;NA;;NA;NA;NA
FR;Élisabeth Borne;Minister of Labour, Employment and Integration;NA;NA;LREM;NA;NA;NA;;NA;NA;NA
FR;Barbara Pompili;Minister of the Ecological Transition;NA;NA;LREM;NA;NA;NA;;NA;NA;NA
FR;Jacqueline Gourault;Minister of Territorial Cohesion and Relations with Local Authorities;NA;NA;MoDem;NA;NA;NA;;NA;NA;NA
FR;Éric Dupond-Moretti;Keeper of the Seals, Minister of Justice;NA;NA;Independent;NA;NA;NA;;NA;NA;NA
FR;Roselyne Bachelot;Minister of Culture;NA;NA;DVD;NA;NA;NA;;NA;NA;NA
FR;Sébastien Lecornu;Minister of the Overseas;NA;NA;LREM;NA;NA;NA;;NA;NA;NA
FR;Olivier Véran;Minister of Solidarity and Health;NA;NA;LREM;NA;NA;NA;;NA;NA;NA
FR;Annick Girardin;Minister of the Sea;NA;NA;RAD;NA;NA;NA;;NA;NA;NA
FR;Frédérique Vidal;Minister of Higher Education, Research and Innovation;NA;NA;LREM;NA;NA;NA;;NA;NA;NA
FR;Julien Denormandie;Minister of Agriculture and Food;NA;NA;LREM;NA;NA;NA;;NA;NA;NA
FR;Amélie de Montchalin;Minister of Public Transformation and Service;NA;NA;LREM;NA;NA;NA;;NA;NA;NA
FR;Marc Fesneau;Minister for Relations with Parliament and Citizen Participation;NA;NA;MoDem;NA;NA;NA;Prime Minister;NA;NA;NA
FR;Élisabeth Moreno;Minister for Gender Equality, Diversity and Equal Opportunities;NA;NA;Independent;NA;NA;NA;Prime Minister;NA;NA;NA
FR;Franck Riester;Minister for Foreign Trade and Attractiveness;NA;NA;Agir;NA;NA;NA;Minister of Europe and Foreign Affairs;NA;NA;NA
FR;Emmanuelle Wargon;Minister for Housing;NA;NA;Independent;NA;NA;NA;Minister of the Ecological Transition;NA;NA;NA
FR;Jean-Baptiste Djebbari;Minister for Transport;NA;NA;LREM;NA;NA;NA;Minister of the Ecological Transition;NA;NA;NA
FR;Olivier Dussopt;Minister for Public Accounts;NA;NA;Independent;NA;NA;NA;Minister of the Economy, Finance and Recovery;NA;NA;NA
FR;Agnès Pannier-Runacher;Minister for Industry;NA;NA;LREM;NA;NA;NA;Minister of the Economy, Finance and Recovery;NA;NA;NA
FR;Alain Griset;Minister for Small and Medium-Sized Enterprises;NA;NA;Independent;NA;NA;NA;Minister of the Economy, Finance and Recovery;NA;NA;NA
FR;Roxana Maracineanu;Minister for Sports;NA;NA;DVG;NA;NA;NA;Minister of National Education, Youth and Sports;NA;NA;NA
FR;Geneviève Darrieussecq;Minister for Memory and Veterans Affairs;NA;NA;MoDem;NA;NA;NA;Minister of the Armed Forces;NA;NA;NA
FR;Marlène Schiappa;Minister for Citizenship;NA;NA;LREM;NA;NA;NA;Minister of the Interior;NA;NA;NA
FR;Brigitte Klinkert;Minister for Integration;NA;NA;DVD;NA;NA;NA;Minister of Labour, Employment and Integration;NA;NA;NA
FR;Nadia Hai;Minister for the City;NA;NA;LREM;NA;NA;NA;Minister of Territorial Cohesion and Relations with Local Authorities;NA;NA;NA
FR;Brigitte Bourguignon;Minister for Autonomy;NA;NA;LREM;NA;NA;NA;Minister of Solidarity and Health;NA;NA;NA
FR;Gabriel Attal;Government Spokesman;NA;NA;LREM;NA;NA;NA;Prime Minister;NA;NA;NA
FR;Sophie Cluzel;State Secretary for Disabled Persons;NA;NA;LREM;NA;NA;NA;Prime Minister;NA;NA;NA
FR;Jean-Baptiste Lemoyne;State Secretary for Tourism, the French Abroad and the Francophonie;NA;NA;LREM;NA;NA;NA;Minister of Europe and Foreign Affairs;NA;NA;NA
FR;Clément Beaune;State Secretary for European Affairs;NA;NA;LREM;NA;NA;NA;Minister of Europe and Foreign Affairs;NA;NA;NA
FR;Bérangère Abba;State Secretary for Biodiversity;NA;NA;LREM;NA;NA;NA;Minister of the Ecological Transition;NA;NA;NA
FR;Nathalie Élimas;State Secretary for Priority Education;NA;NA;MoDem;NA;NA;NA;Minister of National Education, Youth and Sports;NA;NA;NA
FR;Sarah El Haïry;State Secretary for Youth and Commitment;NA;NA;MoDem;NA;NA;NA;Minister of National Education, Youth and Sports;NA;NA;NA
FR;Cédric O;State Secretary for Digital Transition and Electronic Communications;NA;NA;LREM;NA;NA;NA;Minister of the Economy, Finance and RecoveryMinister of Territorial Cohesion and Relations with Local Authorities;NA;NA;NA
FR;Olivia Grégoire;State Secretary for the Social, Inclusive and Responsible Economy;NA;NA;LREM;NA;NA;NA;Minister of the Economy, Finance and Recovery;NA;NA;NA
FR;Laurent Pietraszewski;State Secretary for Pensions and Occupational Health;NA;NA;LREM;NA;NA;NA;Minister of Labour, Employment and Integration;NA;NA;NA
FR;Joël Giraud;State Secretary for Rurality;NA;NA;LREM;NA;NA;NA;Minister of Territorial Cohesion and Relations with Local Authorities;NA;NA;NA
FR;Adrien Taquet;State Secretary for Children and Families;NA;NA;LREM;NA;NA;NA;Minister of Solidarity and Health;NA;NA;NA
GR;Christos Staikouras;Minister for Finance;NA;NA;New Democracy;NA;9 July 2019;NA;Ministry of Finance;NA;NA;NA
GR;Theodoros Skylakakis;Alternate Minister for Fiscal Policy;NA;NA;New Democracy;NA;5 August 2020;NA;Ministry of Finance;NA;NA;NA
GR;Apostolos Vesyropoulos;Deputy Minister for Tax Policy and Public Property;NA;NA;New Democracy;NA;9 July 2019;NA;Ministry of Finance;NA;NA;NA
GR;Adonis Georgiadis;Minister for Development and Investment;NA;NA;New Democracy;NA;9 July 2019;NA;Ministry of Development and Investment;NA;NA;NA
GR;Nikos Papathanasis [el];Alternate Minister for Private Investment;NA;NA;New Democracy;NA;5 August 2020;NA;Ministry of Development and Investment;NA;NA;NA
GR;Giannis Tsakiris [el];Deputy Minister for Public Investment and the Partnership Agreement for the Development Framework;NA;NA;Independent;NA;9 July 2019;NA;Ministry of Development and Investment;NA;NA;NA
GR;Christos Dimas [el];Deputy Minister for Research and Innovation;NA;NA;New Democracy;NA;9 July 2019;NA;Ministry of Development and Investment;NA;NA;NA
GR;Nikos Dendias;Minister for Foreign Affairs;NA;NA;New Democracy;NA;9 July 2019;NA;Ministry of Foreign Affairs;NA;NA;NA
GR;Miltiadis Varvitsiotis [el];Alternate Minister for European Affairs;NA;NA;New Democracy;NA;9 July 2019;NA;Ministry of Foreign Affairs;NA;NA;NA
GR;Kostas Frangogiannis [el];Deputy Minister for Economic Diplomacy and Extroversion;NA;NA;Independent;NA;9 July 2019;NA;Ministry of Foreign Affairs;NA;NA;NA
GR;Andreas Katsaniotis;Deputy Minister for Greeks Abroad;NA;NA;New Democracy;NA;31 August 2021;NA;Ministry of Foreign Affairs;NA;NA;NA
GR;Takis Theodorikakos [el];Minister for Citizen Protection;NA;NA;New Democracy;NA;31 August 2021;NA;Ministry of Citizen Protection;NA;NA;NA
GR;Eleftherios Oikonomou;Deputy Minister for Anti-Crime Policy;NA;NA;Independent;NA;9 July 2019;NA;Ministry of Citizen Protection;NA;NA;NA
GR;Christos Stylianides;Minister for the Climate Crisis and Civil Protection;NA;NA;Democratic Rally;NA;10 September 2021;NA;Ministry of the Climate Crisis and Civil Protection [el];NA;NA;NA
GR;Evangelos Tournas [el];Deputy Minister;NA;NA;Independent;NA;10 September 2021;NA;Ministry of the Climate Crisis and Civil Protection [el];NA;NA;NA
GR;Nikolaos Panagiotopoulos;Minister for National Defence;NA;NA;New Democracy;NA;9 July 2019;NA;Ministry of National Defence;NA;NA;NA
GR;Nikos Hardalias [el];Deputy Minister;NA;NA;New Democracy;NA;31 August 2021;NA;Ministry of National Defence;NA;NA;NA
GR;Niki Kerameus;Minister for Education and Religious Affairs;NA;NA;New Democracy;NA;9 July 2019;NA;Ministry of Education and Religious Affairs;NA;NA;NA
GR;Zetta Makri [el];Deputy Minister for Primary, Secondary and Special Education;NA;NA;New Democracy;NA;5 January 2021;NA;Ministry of Education and Religious Affairs;NA;NA;NA
GR;Angelos Syrigos [el];Deputy Minister for Higher Education;NA;NA;New Democracy;NA;5 January 2021;NA;Ministry of Education and Religious Affairs;NA;NA;NA
GR;Kostis Hatzidakis;Minister for Labour and Social Affairs;NA;NA;New Democracy;NA;5 January 2021;NA;Ministry of Labour and Social Affairs;NA;NA;NA
GR;Panagiotis Tsakloglou [el];Deputy Minister for Social Security;NA;NA;Independent;NA;5 August 2020;NA;Ministry of Labour and Social Affairs;NA;NA;NA
GR;Domna Michailidou;Deputy Minister for Welfare and Social Solidarity;NA;NA;New Democracy;NA;9 July 2019;NA;Ministry of Labour and Social Affairs;NA;NA;NA
GR;Maria Syrengela [el];Deputy Minister for Demographic Policy and the Family;NA;NA;New Democracy;NA;5 January 2021;NA;Ministry of Labour and Social Affairs;NA;NA;NA
GR;Thanos Plevris;Minister for Health;NA;NA;New Democracy;NA;31 August 2021;NA;Ministry of Health;NA;NA;NA
GR;Mina Gaga [el];Alternate Minister for Health Services;NA;NA;New Democracy;NA;31 August 2021;NA;Ministry of Health;NA;NA;NA
GR;Zoi Rapti;Deputy Minister for Mental Health;NA;NA;New Democracy;NA;5 August 2020;NA;Ministry of Health;NA;NA;NA
GR;Kostas Skrekas;Minister for the Environment and Energy;NA;NA;New Democracy;NA;5 January 2021;NA;Ministry of the Environment and Energy;NA;NA;NA
GR;Giorgos Amyras [el];Deputy Minister for Environmental Protection;NA;NA;New Democracy;NA;5 January 2021;NA;Ministry of the Environment and Energy;NA;NA;NA
GR;Nikos Tagaras [el];Deputy Minister for Spatial Planning and the Urban Environment;NA;NA;New Democracy;NA;5 January 2021;NA;Ministry of the Environment and Energy;NA;NA;NA
GR;Lina Mendoni;Minister for Culture and Sports;NA;NA;Independent;NA;9 July 2019;NA;Ministry of Culture and Sports;NA;NA;NA
